epoch,iso_time,monotonic,event,raw_count,mux_count,gated_count,raw,mux,gate_enable,ignore_active,abnormal_level,fault_event,gated,motion_probe_input,motion_type,task_state,task_mode,interp_state,exec_state,current_line,motion_line,probe_val,inpos,current_vel,x,y,z,b,c,file
1787815654.751523,2026-08-27T14:27:34.751+07:00,530987.359951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815655.751527,2026-08-27T14:27:35.751+07:00,530988.359951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815656.761509,2026-08-27T14:27:36.761+07:00,530989.369950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815657.761511,2026-08-27T14:27:37.761+07:00,530990.369951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815658.771522,2026-08-27T14:27:38.771+07:00,530991.379951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815659.781518,2026-08-27T14:27:39.781+07:00,530992.389951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815660.791523,2026-08-27T14:27:40.791+07:00,530993.399950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815661.791523,2026-08-27T14:27:41.791+07:00,530994.399952,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815662.801512,2026-08-27T14:27:42.801+07:00,530995.409950,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815663.801515,2026-08-27T14:27:43.801+07:00,530996.409951,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
1787815664.801520,2026-08-27T14:27:44.801+07:00,530997.409953,heartbeat,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,/home/cnc5/dev/probe_basic/example_gcode/blank.ngc
